Index: 85131, Data: {'LIQUIDITY_POOL_ADDRESS': 'EgCwqWCXVzETY2zEUffn7ZaCbyBtsHCzfYfZBBd5igkn', 'MINT': '5ovWbyonBsts6kWsS49v5H3aDL61u8ahGGCSiWJhdoLp', 'TOTAL_ADDED_LIQUIDITY': 3418771220095670.0, 'TOTAL_REMOVED_LIQUIDITY': 1768401799313.26, 'NUM_LIQUIDITY_ADDS': 8.0, 'NUM_LIQUIDITY_REMOVES': 4.0, 'ADD_TO_REMOVE_RATIO': 1933.254773561, 'LAST_POOL_ACTIVITY_TIMESTAMP_ts': 1706392536, 'FIRST_POOL_ACTIVITY_TIMESTAMP_ts': 1706297205, 'LAST_SWAP_TIMESTAMP_ts': 1712101672, 'LAST_POOL_ACTIVITY_TIMESTAMP_hour': 21.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_day': 27.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_weekday': 5.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_month': 1.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_hour': 19.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_day': 26.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_weekday': 4.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_month': 1.0, 'LAST_SWAP_TIMESTAMP_hour': 23.0, 'LAST_SWAP_TIMESTAMP_day': 2.0, 'LAST_SWAP_TIMESTAMP_weekday': 1.0, 'LAST_SWAP_TIMESTAMP_month': 4.0, 'INACTIVITY_STATUS_Active': False, 'INACTIVITY_STATUS_Inactive': True, 'anomaly_score_isolation_forest': -0.07966434566985092, 'is_outlier_isolation_forest': -1, 'is_outlier_isolation_forest_label': 'anomaly', 'true_label': TRUE} 
Index: 92245, Data: {'LIQUIDITY_POOL_ADDRESS': '8NrkeHEzMawZaEurxF4QFBxcQ7jUpyUbM8qPxGjCMUzq', 'MINT': '94sFWT94hg6qK9VtYwGz8VxbyEMaXf9H2U3HTTbofimy', 'TOTAL_ADDED_LIQUIDITY': 63170513479833.3, 'TOTAL_REMOVED_LIQUIDITY': 40865722366169.7, 'NUM_LIQUIDITY_ADDS': 1042.0, 'NUM_LIQUIDITY_REMOVES': 6393.0, 'ADD_TO_REMOVE_RATIO': 1.545806848, 'LAST_POOL_ACTIVITY_TIMESTAMP_ts': 1729593956, 'FIRST_POOL_ACTIVITY_TIMESTAMP_ts': 1704314894, 'LAST_SWAP_TIMESTAMP_ts': 1729632360, 'LAST_POOL_ACTIVITY_TIMESTAMP_hour': 10.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_day': 22.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_weekday': 1.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_month': 10.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_hour': 20.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_day': 3.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_weekday': 2.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_month': 1.0, 'LAST_SWAP_TIMESTAMP_hour': 21.0, 'LAST_SWAP_TIMESTAMP_day': 22.0, 'LAST_SWAP_TIMESTAMP_weekday': 1.0, 'LAST_SWAP_TIMESTAMP_month': 10.0, 'INACTIVITY_STATUS_Active': False, 'INACTIVITY_STATUS_Inactive': True, 'anomaly_score_isolation_forest': -0.06145812752296609, 'is_outlier_isolation_forest': -1, 'is_outlier_isolation_forest_label': 'anomaly', 'true_label': TRUE} 
Index: 86373, Data: {'LIQUIDITY_POOL_ADDRESS': '2qS6boYsGJbTSa7ruBR11BqvASNjHmR94ESmfADSTgDz', 'MINT': 'mZxEpyQiK6CXEfshR7F4gZ4U8yLpQdBuA3x7nJPvw6b', 'TOTAL_ADDED_LIQUIDITY': 345315486136837.0, 'TOTAL_REMOVED_LIQUIDITY': 735382501520734.0, 'NUM_LIQUIDITY_ADDS': 232.0, 'NUM_LIQUIDITY_REMOVES': 122.0, 'ADD_TO_REMOVE_RATIO': 0.4695726175, 'LAST_POOL_ACTIVITY_TIMESTAMP_ts': 1722540514, 'FIRST_POOL_ACTIVITY_TIMESTAMP_ts': 1705941692, 'LAST_SWAP_TIMESTAMP_ts': 1723981385, 'LAST_POOL_ACTIVITY_TIMESTAMP_hour': 19.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_day': 1.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_weekday': 3.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_month': 8.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_hour': 16.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_day': 22.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_weekday': 0.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_month': 1.0, 'LAST_SWAP_TIMESTAMP_hour': 11.0, 'LAST_SWAP_TIMESTAMP_day': 18.0, 'LAST_SWAP_TIMESTAMP_weekday': 6.0, 'LAST_SWAP_TIMESTAMP_month': 8.0, 'INACTIVITY_STATUS_Active': False, 'INACTIVITY_STATUS_Inactive': True, 'anomaly_score_isolation_forest': -0.06144828748851772, 'is_outlier_isolation_forest': -1, 'is_outlier_isolation_forest_label': 'anomaly', 'true_label': TRUE} 
Index: 50982, Data: {'LIQUIDITY_POOL_ADDRESS': '51GLh7Z2whymNkpBy4HnschqRMjR2KsvrJ1jwMcE1inj', 'MINT': 'H9YtnULnyHMPiAkD5tFwCpB3sDtmNUdi8cGuTkMYvtXm', 'TOTAL_ADDED_LIQUIDITY': 384439153922.226, 'TOTAL_REMOVED_LIQUIDITY': 39191.100013, 'NUM_LIQUIDITY_ADDS': 2.0, 'NUM_LIQUIDITY_REMOVES': 1.0, 'ADD_TO_REMOVE_RATIO': 9809348.39273979, 'LAST_POOL_ACTIVITY_TIMESTAMP_ts': 1728870164, 'FIRST_POOL_ACTIVITY_TIMESTAMP_ts': 1716807031, 'LAST_SWAP_TIMESTAMP_ts': 1716826848, 'LAST_POOL_ACTIVITY_TIMESTAMP_hour': 1.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_day': 14.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_weekday': 0.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_month': 10.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_hour': 10.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_day': 27.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_weekday': 0.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_month': 5.0, 'LAST_SWAP_TIMESTAMP_hour': 16.0, 'LAST_SWAP_TIMESTAMP_day': 27.0, 'LAST_SWAP_TIMESTAMP_weekday': 0.0, 'LAST_SWAP_TIMESTAMP_month': 5.0, 'INACTIVITY_STATUS_Active': False, 'INACTIVITY_STATUS_Inactive': True, 'anomaly_score_isolation_forest': -0.06084720142260125, 'is_outlier_isolation_forest': -1, 'is_outlier_isolation_forest_label': 'anomaly', 'true_label': TRUE} 
Index: 87044, Data: {'LIQUIDITY_POOL_ADDRESS': 'HnczYVEiQ69MtiNbxRQyxoifqznCPFr1BcD9fWDN9ZA4', 'MINT': 'AgNsVpjcyHpuJ7xgZC5ftA1rUAaKZU1BHm2d1waPUXzu', 'TOTAL_ADDED_LIQUIDITY': 740414450004.634, 'TOTAL_REMOVED_LIQUIDITY': 740414450004.632, 'NUM_LIQUIDITY_ADDS': 2.0, 'NUM_LIQUIDITY_REMOVES': 2.0, 'ADD_TO_REMOVE_RATIO': 1.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_ts': 1705736621, 'FIRST_POOL_ACTIVITY_TIMESTAMP_ts': 1705735949, 'LAST_SWAP_TIMESTAMP_ts': -9223372037, 'LAST_POOL_ACTIVITY_TIMESTAMP_hour': 7.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_day': 20.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_weekday': 5.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_month': 1.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_hour': 7.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_day': 20.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_weekday': 5.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_month': 1.0, 'LAST_SWAP_TIMESTAMP_hour': -1.0, 'LAST_SWAP_TIMESTAMP_day': -1.0, 'LAST_SWAP_TIMESTAMP_weekday': -1.0, 'LAST_SWAP_TIMESTAMP_month': -1.0, 'INACTIVITY_STATUS_Active': False, 'INACTIVITY_STATUS_Inactive': True, 'anomaly_score_isolation_forest': -0.06036234957155262, 'is_outlier_isolation_forest': -1, 'is_outlier_isolation_forest_label': 'anomaly', 'true_label': TRUE} 
Index: 91458, Data: {'LIQUIDITY_POOL_ADDRESS': '3V3ZjMLfyXrWKCQ9JiD6Yv7SBHyX7Q2uYCEKVGuj9PYw', 'MINT': 'A8Kj9RK5ptAs1XntDcbpZzsa7ALYY11hsA7EKuTAKjix', 'TOTAL_ADDED_LIQUIDITY': 855475957526.292, 'TOTAL_REMOVED_LIQUIDITY': 855475957526.292, 'NUM_LIQUIDITY_ADDS': 4.0, 'NUM_LIQUIDITY_REMOVES': 4.0, 'ADD_TO_REMOVE_RATIO': 1.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_ts': 1704501163, 'FIRST_POOL_ACTIVITY_TIMESTAMP_ts': 1704500890, 'LAST_SWAP_TIMESTAMP_ts': -9223372037, 'LAST_POOL_ACTIVITY_TIMESTAMP_hour': 0.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_day': 6.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_weekday': 5.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_month': 1.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_hour': 0.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_day': 6.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_weekday': 5.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_month': 1.0, 'LAST_SWAP_TIMESTAMP_hour': -1.0, 'LAST_SWAP_TIMESTAMP_day': -1.0, 'LAST_SWAP_TIMESTAMP_weekday': -1.0, 'LAST_SWAP_TIMESTAMP_month': -1.0, 'INACTIVITY_STATUS_Active': False, 'INACTIVITY_STATUS_Inactive': True, 'anomaly_score_isolation_forest': -0.05895431853691646, 'is_outlier_isolation_forest': -1, 'is_outlier_isolation_forest_label': 'anomaly', 'true_label': TRUE} 
Index: 71926, Data: {'LIQUIDITY_POOL_ADDRESS': 'ADDdw5LEs42AkZJVMcDaxEBXLNFdLhXBaEDheaZQChwm', 'MINT': '7p4vX26NTEpiHXv31vNr4RvgYuP3r4XHoBVvg3zWWdgm', 'TOTAL_ADDED_LIQUIDITY': 1599999999999.98, 'TOTAL_REMOVED_LIQUIDITY': 1599999999999.98, 'NUM_LIQUIDITY_ADDS': 2.0, 'NUM_LIQUIDITY_REMOVES': 2.0, 'ADD_TO_REMOVE_RATIO': 1.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_ts': 1710654466, 'FIRST_POOL_ACTIVITY_TIMESTAMP_ts': 1710653892, 'LAST_SWAP_TIMESTAMP_ts': -9223372037, 'LAST_POOL_ACTIVITY_TIMESTAMP_hour': 5.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_day': 17.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_weekday': 6.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_month': 3.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_hour': 5.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_day': 17.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_weekday': 6.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_month': 3.0, 'LAST_SWAP_TIMESTAMP_hour': -1.0, 'LAST_SWAP_TIMESTAMP_day': -1.0, 'LAST_SWAP_TIMESTAMP_weekday': -1.0, 'LAST_SWAP_TIMESTAMP_month': -1.0, 'INACTIVITY_STATUS_Active': False, 'INACTIVITY_STATUS_Inactive': True, 'anomaly_score_isolation_forest': -0.05860280823528152, 'is_outlier_isolation_forest': -1, 'is_outlier_isolation_forest_label': 'anomaly', 'true_label': TRUE} 
Index: 51584, Data: {'LIQUIDITY_POOL_ADDRESS': '1XqaaX74LGuQns7cj7FyiMkX1bNXnKfCtFdBoAehuJY', 'MINT': '7KacCvNW1yuJoVjawFyXATaCCsLFWK6KmwCdiH5bjuKb', 'TOTAL_ADDED_LIQUIDITY': 1000045468.80407, 'TOTAL_REMOVED_LIQUIDITY': 64.89462236, 'NUM_LIQUIDITY_ADDS': 2.0, 'NUM_LIQUIDITY_REMOVES': 1.0, 'ADD_TO_REMOVE_RATIO': 15410297.9944372, 'LAST_POOL_ACTIVITY_TIMESTAMP_ts': 1727253485, 'FIRST_POOL_ACTIVITY_TIMESTAMP_ts': 1716669121, 'LAST_SWAP_TIMESTAMP_ts': -9223372037, 'LAST_POOL_ACTIVITY_TIMESTAMP_hour': 8.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_day': 25.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_weekday': 2.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_month': 9.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_hour': 20.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_day': 25.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_weekday': 5.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_month': 5.0, 'LAST_SWAP_TIMESTAMP_hour': -1.0, 'LAST_SWAP_TIMESTAMP_day': -1.0, 'LAST_SWAP_TIMESTAMP_weekday': -1.0, 'LAST_SWAP_TIMESTAMP_month': -1.0, 'INACTIVITY_STATUS_Active': False, 'INACTIVITY_STATUS_Inactive': True, 'anomaly_score_isolation_forest': -0.05800187176420635, 'is_outlier_isolation_forest': -1, 'is_outlier_isolation_forest_label': 'anomaly', 'true_label': TRUE} 
Index: 82222, Data: {'LIQUIDITY_POOL_ADDRESS': '4sq2VviSRTNDg1Fdm1VzbbeCWgkqFJtWWAqHhfAYFrXs', 'MINT': 'GpLGcXFdL5evTKqZBWvM6p8yGCTWH9YnK3mk4kJZYpc7', 'TOTAL_ADDED_LIQUIDITY': 218466113983500.0, 'TOTAL_REMOVED_LIQUIDITY': 193777880726481.0, 'NUM_LIQUIDITY_ADDS': 8.0, 'NUM_LIQUIDITY_REMOVES': 134.0, 'ADD_TO_REMOVE_RATIO': 1.127404806, 'LAST_POOL_ACTIVITY_TIMESTAMP_ts': 1711494201, 'FIRST_POOL_ACTIVITY_TIMESTAMP_ts': 1707073198, 'LAST_SWAP_TIMESTAMP_ts': -9223372037, 'LAST_POOL_ACTIVITY_TIMESTAMP_hour': 23.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_day': 26.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_weekday': 1.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_month': 3.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_hour': 18.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_day': 4.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_weekday': 6.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_month': 2.0, 'LAST_SWAP_TIMESTAMP_hour': -1.0, 'LAST_SWAP_TIMESTAMP_day': -1.0, 'LAST_SWAP_TIMESTAMP_weekday': -1.0, 'LAST_SWAP_TIMESTAMP_month': -1.0, 'INACTIVITY_STATUS_Active': False, 'INACTIVITY_STATUS_Inactive': True, 'anomaly_score_isolation_forest': -0.057497217756059316, 'is_outlier_isolation_forest': -1, 'is_outlier_isolation_forest_label': 'anomaly', 'true_label': TRUE} 
Index: 58276, Data: {'LIQUIDITY_POOL_ADDRESS': '7bBGtCodkNnmMd7XEDvFRLLSMx8BBaBcpb4CBaHYdANL', 'MINT': '2pRcjvCa65YH7emzCMnd96L8vvw1LDQa4x5w54vEm6Wj', 'TOTAL_ADDED_LIQUIDITY': 600025713979.886, 'TOTAL_REMOVED_LIQUIDITY': 600065332211.166, 'NUM_LIQUIDITY_ADDS': 2.0, 'NUM_LIQUIDITY_REMOVES': 2.0, 'ADD_TO_REMOVE_RATIO': 0.9999339768, 'LAST_POOL_ACTIVITY_TIMESTAMP_ts': 1714949450, 'FIRST_POOL_ACTIVITY_TIMESTAMP_ts': 1714905136, 'LAST_SWAP_TIMESTAMP_ts': -9223372037, 'LAST_POOL_ACTIVITY_TIMESTAMP_hour': 22.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_day': 5.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_weekday': 6.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_month': 5.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_hour': 10.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_day': 5.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_weekday': 6.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_month': 5.0, 'LAST_SWAP_TIMESTAMP_hour': -1.0, 'LAST_SWAP_TIMESTAMP_day': -1.0, 'LAST_SWAP_TIMESTAMP_weekday': -1.0, 'LAST_SWAP_TIMESTAMP_month': -1.0, 'INACTIVITY_STATUS_Active': False, 'INACTIVITY_STATUS_Inactive': True, 'anomaly_score_isolation_forest': -0.05645957657017875, 'is_outlier_isolation_forest': -1, 'is_outlier_isolation_forest_label': 'anomaly', 'true_label': TRUE} 
Index: 27784, Data: {'LIQUIDITY_POOL_ADDRESS': '5884r4EQrNVVTaMiK3q8H8DtQmMzpSKAUJ1aMd6LBSB4', 'MINT': 'Fki6kDSRL4PRBw7sSVKQTXbiRfshEqsUqqvypiPJEH5f', 'TOTAL_ADDED_LIQUIDITY': 3615745961.76045, 'TOTAL_REMOVED_LIQUIDITY': 172.216945, 'NUM_LIQUIDITY_ADDS': 2.0, 'NUM_LIQUIDITY_REMOVES': 1.0, 'ADD_TO_REMOVE_RATIO': 20995297.3080579, 'LAST_POOL_ACTIVITY_TIMESTAMP_ts': 1729755577, 'FIRST_POOL_ACTIVITY_TIMESTAMP_ts': 1722109728, 'LAST_SWAP_TIMESTAMP_ts': -9223372037, 'LAST_POOL_ACTIVITY_TIMESTAMP_hour': 7.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_day': 24.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_weekday': 3.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_month': 10.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_hour': 19.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_day': 27.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_weekday': 5.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_month': 7.0, 'LAST_SWAP_TIMESTAMP_hour': -1.0, 'LAST_SWAP_TIMESTAMP_day': -1.0, 'LAST_SWAP_TIMESTAMP_weekday': -1.0, 'LAST_SWAP_TIMESTAMP_month': -1.0, 'INACTIVITY_STATUS_Active': False, 'INACTIVITY_STATUS_Inactive': True, 'anomaly_score_isolation_forest': -0.05604586055984151, 'is_outlier_isolation_forest': -1, 'is_outlier_isolation_forest_label': 'anomaly', 'true_label': TRUE} 
Index: 57482, Data: {'LIQUIDITY_POOL_ADDRESS': '32PwVaakVBTYQswpB5nms1gmLdLd96CpwYrLmkgW6HQT', 'MINT': '89pyXij8KaMLJ7bQ17pJvNcPJp31McVc2bgwpDfHx4on', 'TOTAL_ADDED_LIQUIDITY': 1508717565.37719, 'TOTAL_REMOVED_LIQUIDITY': 13.695245827, 'NUM_LIQUIDITY_ADDS': 2.0, 'NUM_LIQUIDITY_REMOVES': 1.0, 'ADD_TO_REMOVE_RATIO': 110163598.699541, 'LAST_POOL_ACTIVITY_TIMESTAMP_ts': 1728869799, 'FIRST_POOL_ACTIVITY_TIMESTAMP_ts': 1715145825, 'LAST_SWAP_TIMESTAMP_ts': -9223372037, 'LAST_POOL_ACTIVITY_TIMESTAMP_hour': 1.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_day': 14.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_weekday': 0.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_month': 10.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_hour': 5.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_day': 8.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_weekday': 2.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_month': 5.0, 'LAST_SWAP_TIMESTAMP_hour': -1.0, 'LAST_SWAP_TIMESTAMP_day': -1.0, 'LAST_SWAP_TIMESTAMP_weekday': -1.0, 'LAST_SWAP_TIMESTAMP_month': -1.0, 'INACTIVITY_STATUS_Active': False, 'INACTIVITY_STATUS_Inactive': True, 'anomaly_score_isolation_forest': -0.055166522033150533, 'is_outlier_isolation_forest': -1, 'is_outlier_isolation_forest_label': 'anomaly', 'true_label': TRUE} 
Index: 80166, Data: {'LIQUIDITY_POOL_ADDRESS': 'D43XJHjizcoQoJcXfGQqNnD6SBEyiTWJHUJjXod4mt4H', 'MINT': 'CxitB4rKKvaHGqPhVBgnmQ1AYNtPCpoaWPEiG31355S8', 'TOTAL_ADDED_LIQUIDITY': 39435752973728.5, 'TOTAL_REMOVED_LIQUIDITY': 40841228942993.4, 'NUM_LIQUIDITY_ADDS': 218.0, 'NUM_LIQUIDITY_REMOVES': 86.0, 'ADD_TO_REMOVE_RATIO': 0.9655868345, 'LAST_POOL_ACTIVITY_TIMESTAMP_ts': 1728016584, 'FIRST_POOL_ACTIVITY_TIMESTAMP_ts': 1707906125, 'LAST_SWAP_TIMESTAMP_ts': 1728016926, 'LAST_POOL_ACTIVITY_TIMESTAMP_hour': 4.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_day': 4.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_weekday': 4.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_month': 10.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_hour': 10.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_day': 14.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_weekday': 2.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_month': 2.0, 'LAST_SWAP_TIMESTAMP_hour': 4.0, 'LAST_SWAP_TIMESTAMP_day': 4.0, 'LAST_SWAP_TIMESTAMP_weekday': 4.0, 'LAST_SWAP_TIMESTAMP_month': 10.0, 'INACTIVITY_STATUS_Active': False, 'INACTIVITY_STATUS_Inactive': True, 'anomaly_score_isolation_forest': -0.05513651346099868, 'is_outlier_isolation_forest': -1, 'is_outlier_isolation_forest_label': 'anomaly', 'true_label': TRUE} 
Index: 50063, Data: {'LIQUIDITY_POOL_ADDRESS': '2PfJD5aKpzqBGPGduN8z9NGcZxcygAkkzneGS1vpJjCe', 'MINT': '7Emb92dbMEbsbRcePc8YqxSRcHCrWrgHgMLiDJ5XrECY', 'TOTAL_ADDED_LIQUIDITY': 25001278978.0665, 'TOTAL_REMOVED_LIQUIDITY': 3307.036648, 'NUM_LIQUIDITY_ADDS': 2.0, 'NUM_LIQUIDITY_REMOVES': 1.0, 'ADD_TO_REMOVE_RATIO': 7560024.77117591, 'LAST_POOL_ACTIVITY_TIMESTAMP_ts': 1727253786, 'FIRST_POOL_ACTIVITY_TIMESTAMP_ts': 1716988571, 'LAST_SWAP_TIMESTAMP_ts': -9223372037, 'LAST_POOL_ACTIVITY_TIMESTAMP_hour': 8.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_day': 25.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_weekday': 2.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_month': 9.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_hour': 13.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_day': 29.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_weekday': 2.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_month': 5.0, 'LAST_SWAP_TIMESTAMP_hour': -1.0, 'LAST_SWAP_TIMESTAMP_day': -1.0, 'LAST_SWAP_TIMESTAMP_weekday': -1.0, 'LAST_SWAP_TIMESTAMP_month': -1.0, 'INACTIVITY_STATUS_Active': False, 'INACTIVITY_STATUS_Inactive': True, 'anomaly_score_isolation_forest': -0.05510751150397031, 'is_outlier_isolation_forest': -1, 'is_outlier_isolation_forest_label': 'anomaly', 'true_label': TRUE} 
Index: 94104, Data: {'LIQUIDITY_POOL_ADDRESS': 'Goe5a1pRUxEZSjFLfGyXNUdb3rzeiQGWNBKPneR34TsG', 'MINT': 'H5ti8rLBe5aPxfLA7JokQHmHdobydXqkdWFdZ6U7M1S8', 'TOTAL_ADDED_LIQUIDITY': 37944532651477.5, 'TOTAL_REMOVED_LIQUIDITY': 46089012129736.8, 'NUM_LIQUIDITY_ADDS': 46.0, 'NUM_LIQUIDITY_REMOVES': 608.0, 'ADD_TO_REMOVE_RATIO': 0.8232880441, 'LAST_POOL_ACTIVITY_TIMESTAMP_ts': 1719163712, 'FIRST_POOL_ACTIVITY_TIMESTAMP_ts': 1704102287, 'LAST_SWAP_TIMESTAMP_ts': 1717019693, 'LAST_POOL_ACTIVITY_TIMESTAMP_hour': 17.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_day': 23.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_weekday': 6.0, 'LAST_POOL_ACTIVITY_TIMESTAMP_month': 6.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_hour': 9.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_day': 1.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_weekday': 0.0, 'FIRST_POOL_ACTIVITY_TIMESTAMP_month': 1.0, 'LAST_SWAP_TIMESTAMP_hour': 21.0, 'LAST_SWAP_TIMESTAMP_day': 29.0, 'LAST_SWAP_TIMESTAMP_weekday': 2.0, 'LAST_SWAP_TIMESTAMP_month': 5.0, 'INACTIVITY_STATUS_Active': False, 'INACTIVITY_STATUS_Inactive': True, 'anomaly_score_isolation_forest': -0.05422934693363424, 'is_outlier_isolation_forest': -1, 'is_outlier_isolation_forest_label': 'anomaly', 'true_label': TRUE} 
